Filename	Segment	WC	WPS	Sixltr	Dic	Pronoun	I	We	Self	You	Other	Negate	Assent	Article	Preps	Number	Affect	Posemo	Posfeel	Optim	Negemo	Anx	Anger	Sad	Cogmech	Cause	Insight	Discrep	Inhib	Tentat	Certain	Senses	See	Hear	Feel	Social	Comm	Othref	Friends	Family	Humans	Time	Past	Present	Future	Space	Up	Down	Incl	Excl	Motion	Occup	School	Job	Achieve	Leisure	Home	Sports	TV	Music	Money	Metaph	Relig	Death	Physcal	Body	Sexual	Eating	Sleep	Groom	Swear	Nonfl	Fillers	AllPunc	Period	Comma	Colon	SemiC	QMark	Exclam	Dash	Quote	Apostro	Parenth	OtherP
Sitzung 1 03D04K_03M09T_TalkTurns.docx	74	1	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	100.00	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	75	132	11.00	18.94	65.15	11.36	0.76	3.79	4.55	2.27	3.79	1.52	0.00	11.36	3.79	0.00	4.55	3.03	0.00	0.00	1.52	0.00	0.00	0.00	10.61	0.00	4.55	1.52	0.00	3.79	0.76	1.52	0.00	0.00	0.00	16.67	2.27	10.61	0.00	2.27	1.52	2.27	9.09	10.61	0.00	3.03	0.00	0.00	4.55	2.27	0.00	0.76	0.00	0.00	0.76	1.52	0.00	1.52	0.00	0.00	0.00	0.00	0.00	0.00	4.55	1.52	0.00	3.03	0.00	0.00	0.00	0.00	0.76	18.18	8.33	8.33	0.76	0.00	0.76	0.00	0.00	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	76	4	4.00	0.00	75.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	25.00	25.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	25.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	50.00	25.00	25.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	77	17	8.50	5.88	76.47	5.88	0.00	0.00	0.00	5.88	5.88	0.00	0.00	5.88	23.53	0.00	5.88	5.88	0.00	0.00	0.00	0.00	0.00	0.00	17.65	0.00	0.00	5.88	0.00	0.00	11.76	0.00	0.00	0.00	0.00	11.76	0.00	11.76	0.00	0.00	0.00	0.00	5.88	5.88	0.00	23.53	5.88	0.00	23.53	5.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.76	5.88	0.00	0.00	0.00	5.88	0.00	0.00	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	78	3	1.50	0.00	66.67	0.00	0.00	0.00	0.00	0.00	0.00	66.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	66.67	66.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	79	4	2.00	25.00	100.00	0.00	0.00	0.00	0.00	0.00	0.00	25.00	0.00	0.00	0.00	0.00	50.00	25.00	0.00	0.00	25.00	0.00	0.00	25.00	25.00	0.00	0.00	0.00	0.00	25.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	50.00	25.00	0.00	0.00	0.00	25.00	0.00	0.00	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	80	2	2.00	50.00	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	50.00	0.00	0.00	0.00	0.00	50.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	50.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	50.00	50.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	81	160	12.31	16.88	61.88	6.88	1.88	2.50	4.38	1.88	0.62	1.88	0.00	10.62	5.00	1.88	1.88	1.88	0.00	0.62	0.00	0.00	0.00	0.00	11.88	1.88	1.88	6.25	0.00	1.88	0.62	0.00	0.00	0.00	0.00	8.75	1.25	5.00	0.62	1.25	1.25	2.50	3.12	8.75	0.00	5.00	0.00	0.62	5.62	3.75	2.50	1.88	0.62	0.62	1.25	0.62	0.00	0.62	0.00	0.00	0.00	0.62	0.62	0.00	1.88	0.00	0.00	1.88	0.00	1.25	0.00	0.00	0.00	23.12	7.50	14.38	0.00	0.00	0.00	0.62	0.62	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	82	1	1.00	0.00	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	100.00	0.00	0.00	0.00	0.00	100.00	0.00	0.00	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	83	17	4.25	17.65	64.71	5.88	0.00	0.00	0.00	0.00	5.88	0.00	5.88	11.76	5.88	0.00	5.88	5.88	0.00	5.88	0.00	0.00	0.00	0.00	11.76	0.00	0.00	5.88	0.00	5.88	5.88	0.00	0.00	0.00	0.00	5.88	0.00	5.88	0.00	0.00	0.00	0.00	0.00	5.88	0.00	0.00	0.00	0.00	5.88	5.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.88	5.88	0.00	5.88	5.88	0.00	0.00	0.00	5.88	0.00	0.00	0.00	29.41	23.53	5.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	84	2	2.00	0.00	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	50.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	50.00	0.00	50.00	0.00	0.00	0.00	50.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	100.00	50.00	50.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	85	8	8.00	25.00	75.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	25.00	0.00	0.00	0.00	0.00	0.00	25.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.50	0.00	12.50	0.00	12.50	0.00	0.00	25.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.50	12.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	86	8	8.00	0.00	87.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	25.00	25.00	0.00	0.00	12.50	12.50	0.00	0.00	0.00	0.00	0.00	0.00	12.50	0.00	0.00	0.00	0.00	0.00	12.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	25.00	12.50	12.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	87	9	3.00	11.11	77.78	11.11	0.00	0.00	0.00	11.11	11.11	22.22	11.11	0.00	0.00	0.00	11.11	11.11	0.00	0.00	0.00	0.00	0.00	0.00	11.11	0.00	0.00	11.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.11	0.00	11.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.11	0.00	0.00	0.00	0.00	0.00	11.11	0.00	11.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	33.33	11.11	0.00	0.00	0.00	22.22	0.00	0.00	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	88	1	1.00	0.00	100.00	0.00	0.00	0.00	0.00	0.00	0.00	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	100.00	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	89	2	2.00	50.00	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	50.00	0.00	0.00	0.00	50.00	0.00	0.00	50.00	50.00	0.00	0.00	0.00	0.00	50.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	50.00	50.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	90	2	2.00	0.00	50.00	0.00	0.00	0.00	0.00	0.00	0.00	50.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	50.00	50.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	91	16	5.33	25.00	81.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.25	6.25	0.00	18.75	12.50	0.00	0.00	6.25	0.00	0.00	6.25	25.00	0.00	0.00	0.00	0.00	6.25	18.75	6.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.50	0.00	12.50	0.00	6.25	0.00	0.00	0.00	0.00	0.00	6.25	0.00	0.00	6.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.25	0.00	0.00	6.25	0.00	0.00	0.00	0.00	0.00	25.00	18.75	6.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	92	85	17.00	15.29	70.59	8.24	1.18	7.06	8.24	0.00	0.00	1.18	1.18	9.41	4.71	3.53	2.35	2.35	0.00	0.00	0.00	0.00	0.00	0.00	10.59	3.53	3.53	0.00	0.00	1.18	2.35	2.35	0.00	0.00	0.00	10.59	0.00	8.24	1.18	1.18	1.18	8.24	2.35	3.53	0.00	5.88	0.00	0.00	12.94	3.53	7.06	4.71	2.35	0.00	2.35	1.18	0.00	0.00	0.00	1.18	0.00	0.00	0.00	0.00	3.53	0.00	0.00	3.53	0.00	0.00	0.00	0.00	0.00	18.82	5.88	12.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	93	2	2.00	0.00	50.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	50.00	50.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	50.00	50.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	94	28	9.33	10.71	82.14	17.86	7.14	7.14	14.29	0.00	3.57	7.14	0.00	7.14	7.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.29	7.14	7.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	25.00	0.00	10.71	0.00	14.29	0.00	0.00	0.00	10.71	0.00	10.71	0.00	0.00	3.57	3.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	21.43	10.71	10.71	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	95	20	10.00	30.00	75.00	5.00	0.00	0.00	0.00	0.00	5.00	0.00	10.00	0.00	5.00	0.00	5.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	15.00	0.00	5.00	5.00	0.00	5.00	5.00	5.00	0.00	0.00	0.00	10.00	0.00	5.00	5.00	0.00	0.00	5.00	0.00	15.00	0.00	0.00	0.00	0.00	15.00	5.00	0.00	5.00	0.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00	0.00	0.00	5.00	0.00	0.00	0.00	0.00	0.00	25.00	10.00	15.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	96	3	1.50	33.33	66.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	33.33	0.00	0.00	0.00	33.33	33.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	33.33	0.00	0.00	33.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	66.67	66.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	97	14	4.67	14.29	64.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.14	14.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.14	7.14	0.00	0.00	0.00	0.00	0.00	7.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.14	0.00	14.29	14.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.14	0.00	0.00	7.14	0.00	0.00	0.00	0.00	0.00	28.57	21.43	7.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	98	3	3.00	0.00	100.00	33.33	33.33	0.00	33.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	33.33	0.00	33.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	33.33	0.00	33.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	33.33	33.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	99	12	6.00	16.67	58.33	8.33	0.00	0.00	0.00	8.33	8.33	8.33	8.33	0.00	0.00	0.00	8.33	8.33	0.00	0.00	0.00	0.00	0.00	0.00	8.33	0.00	0.00	8.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.33	0.00	8.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.33	8.33	0.00	8.33	0.00	8.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.33	8.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	25.00	8.33	8.33	0.00	0.00	8.33	0.00	0.00	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	100	21	21.00	14.29	66.67	4.76	4.76	0.00	4.76	0.00	0.00	14.29	0.00	9.52	9.52	0.00	4.76	4.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.76	0.00	4.76	0.00	14.29	9.52	0.00	0.00	0.00	0.00	0.00	4.76	14.29	0.00	9.52	0.00	0.00	9.52	0.00	0.00	4.76	0.00	0.00	4.76	4.76	0.00	0.00	0.00	4.76	0.00	9.52	9.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	33.33	4.76	28.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	101	13	6.50	7.69	61.54	15.38	0.00	7.69	7.69	0.00	7.69	7.69	7.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.69	0.00	0.00	0.00	7.69	0.00	0.00	0.00	0.00	0.00	0.00	15.38	0.00	15.38	0.00	0.00	0.00	0.00	0.00	7.69	0.00	0.00	0.00	0.00	7.69	0.00	0.00	15.38	7.69	7.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	15.38	15.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	102	9	9.00	0.00	88.89	22.22	11.11	0.00	11.11	0.00	11.11	11.11	11.11	11.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	22.22	0.00	11.11	11.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.11	0.00	11.11	0.00	0.00	0.00	0.00	0.00	22.22	0.00	0.00	0.00	0.00	0.00	11.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	33.33	11.11	22.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	103	4	2.00	0.00	75.00	0.00	0.00	0.00	0.00	0.00	0.00	25.00	25.00	0.00	0.00	0.00	25.00	25.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	75.00	25.00	25.00	0.00	0.00	25.00	0.00	0.00	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	104	21	10.50	4.76	71.43	4.76	4.76	0.00	4.76	0.00	0.00	0.00	0.00	23.81	9.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.29	0.00	4.76	0.00	0.00	4.76	4.76	0.00	0.00	0.00	0.00	9.52	0.00	4.76	0.00	0.00	4.76	0.00	0.00	4.76	0.00	9.52	4.76	0.00	4.76	4.76	4.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.76	4.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	28.57	9.52	14.29	0.00	0.00	0.00	0.00	4.76	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	105	2	2.00	0.00	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	50.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	50.00	0.00	50.00	0.00	0.00	0.00	50.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	100.00	50.00	50.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	106	5	5.00	20.00	100.00	20.00	0.00	0.00	0.00	0.00	20.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	20.00	0.00	0.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	40.00	0.00	20.00	0.00	0.00	0.00	0.00	20.00	20.00	0.00	0.00	0.00	0.00	0.00	20.00	0.00	20.00	0.00	0.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	20.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	107	18	9.00	27.78	44.44	11.11	0.00	0.00	0.00	11.11	11.11	0.00	5.56	0.00	11.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.56	0.00	0.00	0.00	0.00	5.56	0.00	0.00	0.00	0.00	0.00	11.11	0.00	11.11	0.00	0.00	0.00	5.56	0.00	5.56	0.00	5.56	0.00	0.00	0.00	5.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.56	5.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	16.67	5.56	5.56	0.00	0.00	5.56	0.00	0.00	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	108	8	8.00	12.50	50.00	12.50	12.50	0.00	12.50	0.00	0.00	0.00	0.00	12.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.50	0.00	12.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	25.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	50.00	12.50	25.00	0.00	0.00	0.00	0.00	12.50	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	109	2	2.00	100.00	50.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	50.00	50.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	100.00	0.00	0.00	50.00	0.00	50.00	0.00	0.00	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	110	2	1.00	50.00	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	50.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	50.00	50.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	100.00	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
